,cellCategory,cellText,pageNum
5459,c,,82
5460,c,,82
5461,c,,82
5462,c,,82
5463,c,,82
5464,c,,82
5465,c,,82
5466,c,,82
5467,c,,82
5468,c,,82
5469,c,,82
5470,c,,82
5471,c,,82
5472,c,3．盈余公积弥补亏损,82
5473,c,,82
5474,c,,82
5475,c,,82
5476,c,,82
5477,c,,82
5478,c,,82
5479,c,,82
5480,c,,82
5481,c,,82
5482,c,,82
5483,c,,82
5484,c,,82
5485,c,,82
5486,c,4．其他,82
5487,c,,82
5488,c,,82
5489,c,,82
5490,c,,82
5491,c,,82
5492,c,,82
5493,c,,82
5494,c,,82
5495,c,,82
5496,c,,82
5497,c,,82
5498,c,,82
5499,c,,82
5500,c,（五）专项储备,82
5501,c,,82
5502,c,,82
5503,c,,82
5504,c,,82
5505,c,,82
5506,c,,82
5507,c,,82
5508,c,"2,997,917.10",82
5509,c,,82
5510,c,,82
5511,c,,82
5512,c,,82
5513,c,"2,997,917.10",82
5514,c,1．本期提取,82
5515,c,,82
5516,c,,82
5517,c,,82
5518,c,,82
5519,c,,82
5520,c,,82
5521,c,,82
5522,c,"20,529,684.34",82
5523,c,,82
5524,c,,82
5525,c,,82
5526,c,,82
5527,c,"20,529,684.34",82
5528,c,2．本期使用,82
5529,c,,82
5530,c,,82
5531,c,,82
5532,c,,82
5533,c,,82
5534,c,,82
5535,c,,82
5536,c,"-17,531,767.24",82
5537,c,,82
5538,c,,82
5539,c,,82
5540,c,,82
5541,c,"-17,531,767.24",82
5542,c,（六）其他,82
5543,c,,82
5544,c,,82
5545,c,,82
5546,c,,82
5547,c,,82
5548,c,,82
5549,c,,82
5550,c,,82
5551,c,,82
5552,c,,82
5553,c,,82
5554,c,,82
5555,c,,82
5556,c,四、本期期末余额,82
5557,c,"2,186,879,678.00",82
5558,c,,82
5559,c,,82
5560,c,,82
5561,c,"114,956,936.45",82
5562,c,,82
5563,c,"-14,201,297.79",82
5564,c,"9,057,699.23",82
5565,c,"344,473,924.89",82
5566,c,,82
5567,c,"3,368,000,738.76",82
5568,c,"524,406,742.74",82
5569,c,"6,533,574,422.28",82
5570,t,上期金额,82
5571,t,单位：元,82
5572,c,项目,82
5573,c,上期,82
5574,c,归属于母公司所有者权益,82
5575,c,少数股东权益,82
5576,c,所有者权益合计,82
5577,c,股本,82
5578,c,其他权益工具,82
5579,c,资本公积,82
5580,c,减：库存股,82
5581,c,其他综合收益,82
5582,c,专项储备,82
5583,c,盈余公积,82
5584,c,一般风险准备,82
5585,c,未分配利润,82
5586,c,优先股,82
5587,c,永续债,82
5588,c,其他,82
5589,c,一、上年期末余额,82
5590,c,"911,199,866.00",82
5591,c,,82
5592,c,,82
5593,c,,82
5594,c,"801,587,117.31",82
5595,c,,82
5596,c,"-95,377,214.87",82
5597,c,,82
5598,c,"202,754,839.75",82
5599,c,,82
5600,c,"2,280,815,057.36",82
5601,c,"609,148,333.17",82
5602,c,"4,710,127,998.72",82
5603,c,加：会计政策变更,82
5604,c,,82
5605,c,,82
5606,c,,82
5607,c,,82
5608,c,,82
5609,c,,82
5610,c,,82
5611,c,,82
5612,c,,82
5613,c,,82
5614,c,,82
5615,c,,82
5616,c,,82
5617,c,前期差错更正,82
5618,c,,82
5619,c,,82
5620,c,,82
5621,c,,82
5622,c,,82
5623,c,,82
5624,c,,82
5625,c,,82
5626,c,,82
5627,c,,82
5628,c,,82
5629,c,,82
5630,c,,82
5631,c,同一控制下企业合并,82
5632,c,,82
5633,c,,82
5634,c,,82
5635,c,,82
5636,c,,82
5637,c,,82
5638,c,,82
5639,c,,82
5640,c,,82
5641,c,,82
5642,c,,82
5643,c,,82
5644,c,,82
5645,c,其他,82
5646,c,,82
5647,c,,82
5648,c,,82
5649,c,,82
5650,c,,82
5651,c,,82
5652,c,,82
5653,c,,82
5654,c,,82
5655,c,,82
5656,c,,82
5657,c,,82
5658,c,,82
5659,c,二、本年期初余额,82
5660,c,"911,199,866.00",82
5661,c,,82
5662,c,,82
5663,c,,82
5664,c,"801,587,117.31",82
5665,c,,82
5666,c,"-95,377,214.87",82
5667,c,,82
5668,c,"202,754,839.75",82
5669,c,,82
5670,c,"2,280,815,057.36",82
5671,c,"609,148,333.17",82
5672,c,"4,710,127,998.72",82
5673,c,三、本期增减变动金额（减少以“－”号填列）,82
5674,c,"911,199,866.00",82
5675,c,,82
5676,c,,82
5677,c,,82
5678,c,"-686,630,180.86",82
5679,c,,82
5680,c,"97,167,549.57",82
5681,c,"6,059,782.13",82
5682,c,"94,935,297.86",82
5683,c,,82
5684,c,"780,126,098.38",82
5685,c,"-157,330,126.64",82
5686,c,"1,045,528,286.44",82
5687,c,（一）综合收益总额,82
5688,c,,82
5689,c,,82
5690,c,,82
5691,c,,82
5692,c,,82
5693,c,,82
5694,c,"97,167,549.57",82
5695,c,,82
5696,c,,82
5697,c,,82
5698,c,"957,961,362.54",82
5699,c,"125,056,577.17",82
5700,c,"1,180,185,489.28",82
5701,c,（二）所有者投入和减少资本,82
5702,c,,82
5703,c,,82
5704,c,,82
5705,c,,82
5706,c,"42,329,712.14",82
5707,c,,82
5708,c,,82
5709,c,,82
5710,c,,82
5711,c,,82
5712,c,,82
5713,c,"-111,414,928.19",82
5714,c,"-69,085,216.05",82
5715,c,1．股东投入的普,82
5716,c,,82
5717,c,,82
5718,c,,82
5719,c,,82
5720,c,,82
5721,c,,82
5722,c,,82
5723,c,,82
5724,c,,82
5725,c,,82
5726,c,,82
5727,c,"9,000,000.00",82
5728,c,"9,000,000.00",82
5729,c,通股,83
5730,c,2．其他权益工具持有者投入资本,83
5731,c,,83
5732,c,,83
5733,c,,83
5734,c,,83
5735,c,,83
5736,c,,83
5737,c,,83
5738,c,,83
5739,c,,83
5740,c,,83
5741,c,,83
5742,c,,83
5743,c,,83
5744,c,3．股份支付计入所有者权益的金额,83
5745,c,,83
5746,c,,83
5747,c,,83
5748,c,,83
5749,c,,83
5750,c,,83
5751,c,,83
5752,c,,83
5753,c,,83
5754,c,,83
5755,c,,83
5756,c,,83
5757,c,,83
5758,c,4．其他,83
5759,c,,83
5760,c,,83
5761,c,,83
5762,c,,83
5763,c,"42,329,712.14",83
5764,c,,83
5765,c,,83
5766,c,,83
5767,c,,83
5768,c,,83
5769,c,,83
5770,c,"-120,414,928.19",83
5771,c,"-78,085,216.05",83
5772,c,（三）利润分配,83
5773,c,"182,239,973.00",83
5774,c,,83
5775,c,,83
5776,c,,83
5777,c,,83
5778,c,,83
5779,c,,83
5780,c,,83
5781,c,"94,935,297.86",83
5782,c,,83
5783,c,"-177,835,264.16",83
5784,c,"-170,971,775.62",83
5785,c,"-71,631,768.92",83
5786,c,1．提取盈余公积,83
5787,c,,83
5788,c,,83
5789,c,,83
5790,c,,83
5791,c,,83
5792,c,,83
5793,c,,83
5794,c,,83
5795,c,"94,935,297.86",83
5796,c,,83
5797,c,"-94,935,297.86",83
5798,c,,83
5799,c,,83
5800,c,2．提取一般风险准备,83
5801,c,,83
5802,c,,83
5803,c,,83
5804,c,,83
5805,c,,83
5806,c,,83
5807,c,,83
5808,c,,83
5809,c,,83
5810,c,,83
5811,c,,83
5812,c,,83
5813,c,,83
5814,c,3．对所有者（或股东）的分配,83
5815,c,"182,239,973.00",83
5816,c,,83
5817,c,,83
5818,c,,83
5819,c,,83
5820,c,,83
5821,c,,83
5822,c,,83
5823,c,,83
5824,c,,83
5825,c,"-227,799,966.30",83
5826,c,"-26,071,775.62",83
5827,c,"-71,631,768.92",83
5828,c,4．其他,83
5829,c,,83
5830,c,,83
5831,c,,83
5832,c,,83
5833,c,,83
5834,c,,83
5835,c,,83
5836,c,,83
5837,c,,83
5838,c,,83
5839,c,"144,900,000.00",83
5840,c,"-144,900,000.00",83
5841,c,,83
5842,c,（四）所有者权益内部结转,83
5843,c,"728,959,893.00",83
5844,c,,83
5845,c,,83
5846,c,,83
5847,c,"-728,959,893.00",83
5848,c,,83
5849,c,,83
5850,c,,83
5851,c,,83
5852,c,,83
5853,c,,83
5854,c,,83
5855,c,,83
5856,c,1．资本公积转增资本（或股本）,83
5857,c,"728,959,893.00",83
5858,c,,83
5859,c,,83
5860,c,,83
5861,c,"-728,959,893.00",83
5862,c,,83
5863,c,,83
5864,c,,83
5865,c,,83
5866,c,,83
5867,c,,83
5868,c,,83
5869,c,,83
5870,c,2．盈余公积转增资本（或股本）,83
5871,c,,83
5872,c,,83
5873,c,,83
5874,c,,83
5875,c,,83
5876,c,,83
5877,c,,83
5878,c,,83
5879,c,,83
5880,c,,83
5881,c,,83
5882,c,,83
5883,c,,83
5884,c,3．盈余公积弥补亏损,83
5885,c,,83
5886,c,,83
5887,c,,83
5888,c,,83
5889,c,,83
5890,c,,83
5891,c,,83
5892,c,,83
5893,c,,83
5894,c,,83
5895,c,,83
5896,c,,83
5897,c,,83
5898,c,4．其他,83
5899,c,,83
5900,c,,83
5901,c,,83
5902,c,,83
5903,c,,83
5904,c,,83
5905,c,,83
5906,c,,83
5907,c,,83
5908,c,,83
5909,c,,83
5910,c,,83
5911,c,,83
5912,c,（五）专项储备,83
5913,c,,83
5914,c,,83
5915,c,,83
5916,c,,83
5917,c,,83
5918,c,,83
5919,c,,83
5920,c,"6,059,782.13",83
5921,c,,83
5922,c,,83
5923,c,,83
5924,c,,83
5925,c,"6,059,782.13",83
5926,c,1．本期提取,83
5927,c,,83
5928,c,,83
5929,c,,83
5930,c,,83
5931,c,,83
5932,c,,83
5933,c,,83
5934,c,"18,878,591.28",83
5935,c,,83
5936,c,,83
5937,c,,83
5938,c,,83
5939,c,"18,878,591.28",83
5940,c,2．本期使用,83
5941,c,,83
5942,c,,83
5943,c,,83
5944,c,,83
5945,c,,83
5946,c,,83
5947,c,,83
5948,c,"-12,818,809.15",83
5949,c,,83
5950,c,,83
5951,c,,83
5952,c,,83
5953,c,"-12,818,809.15",83
5954,c,（六）其他,83
5955,c,,83
5956,c,,83
5957,c,,83
5958,c,,83
5959,c,,83
5960,c,,83
5961,c,,83
5962,c,,83
5963,c,,83
5964,c,,83
5965,c,,83
5966,c,,83
5967,c,,83
5968,c,四、本期期末余额,83
5969,c,"1,822,399,732.00",83
5970,c,,83
5971,c,,83
5972,c,,83
5973,c,"114,956,936.45",83
5974,c,,83
5975,c,"1,790,334.70",83
5976,c,"6,059,782.13",83
5977,c,"297,690,137.61",83
5978,c,,83
5979,c,"3,060,941,155.74",83
5980,c,"451,818,206.53",83
5981,c,"5,755,656,285.16",83
5982,t,8、母公司所有者权益变动表,83
5983,t,本期金额,83
5984,t,单位：元,83
5985,c,项目,83
5986,c,本期,83
5987,c,股本,83
5988,c,其他权益工具,83
5989,c,资本公积,83
5990,c,减：库存股,83
5991,c,其他综合收益,83
5992,c,专项储备,83
5993,c,盈余公积,83
5994,c,未分配利润,83
5995,c,所有者权益合计,83
5996,c,优先股,83
5997,c,永续债,83
5998,c,其他,83
5999,c,一、上年期末余额,84
6000,c,"1,822,399,732.00",84
6001,c,,84
6002,c,,84
6003,c,,84
6004,c,"1,059,096,302.01",84
6005,c,,84
6006,c,,84
6007,c,"1,883,814.33",84
6008,c,"297,690,137.61",84
6009,c,"1,181,577,924.46",84
6010,c,"4,362,647,910.41",84
6011,c,加：会计政策变更,84
6012,c,,84
6013,c,,84
6014,c,,84
6015,c,,84
6016,c,,84
6017,c,,84
6018,c,,84
6019,c,,84
6020,c,,84
6021,c,,84
6022,c,,84
6023,c,前期差错更正,84
6024,c,,84
6025,c,,84
6026,c,,84
6027,c,,84
6028,c,,84
6029,c,,84
6030,c,,84
6031,c,,84
6032,c,,84
6033,c,,84
6034,c,,84
6035,c,其他,84
6036,c,,84
6037,c,,84
6038,c,,84
6039,c,,84
6040,c,,84
6041,c,,84
6042,c,,84
6043,c,,84
6044,c,,84
6045,c,,84
6046,c,,84
6047,c,二、本年期初余额,84
6048,c,"1,822,399,732.00",84
6049,c,,84
6050,c,,84
6051,c,,84
6052,c,"1,059,096,302.01",84
6053,c,,84
6054,c,,84
6055,c,"1,883,814.33",84
6056,c,"297,690,137.61",84
6057,c,"1,181,577,924.46",84
6058,c,"4,362,647,910.41",84
6059,c,三、本期增减变动金额（减少以“－”号填列）,84
6060,c,"364,479,946.00",84
6061,c,,84
6062,c,,84
6063,c,,84
6064,c,,84
6065,c,,84
6066,c,,84
6067,c,"586,836.12",84
6068,c,"46,783,787.28",84
6069,c,"-125,665,833.72",84
6070,c,"286,184,735.68",84
6071,c,（一）综合收益总额,84
6072,c,,84
6073,c,,84
6074,c,,84
6075,c,,84
6076,c,,84
6077,c,,84
6078,c,,84
6079,c,,84
6080,c,,84
6081,c,"467,837,872.76",84
6082,c,"467,837,872.76",84
6083,c,（二）所有者投入和减少资本,84
6084,c,,84
6085,c,,84
6086,c,,84
6087,c,,84
6088,c,,84
6089,c,,84
6090,c,,84
6091,c,,84
6092,c,,84
6093,c,,84
6094,c,,84
6095,c,1．股东投入的普通股,84
6096,c,,84
6097,c,,84
6098,c,,84
6099,c,,84
6100,c,,84
6101,c,,84
6102,c,,84
6103,c,,84
6104,c,,84
6105,c,,84
6106,c,,84
6107,c,2．其他权益工具持有者投入资本,84
6108,c,,84
6109,c,,84
6110,c,,84
6111,c,,84
6112,c,,84
6113,c,,84
6114,c,,84
6115,c,,84
6116,c,,84
6117,c,,84
6118,c,,84
6119,c,3．股份支付计入所有者权益的金额,84
6120,c,,84
6121,c,,84
6122,c,,84
6123,c,,84
6124,c,,84
6125,c,,84
6126,c,,84
6127,c,,84
6128,c,,84
6129,c,,84
6130,c,,84
6131,c,4．其他,84
6132,c,,84
6133,c,,84
6134,c,,84
6135,c,,84
6136,c,,84
6137,c,,84
6138,c,,84
6139,c,,84
6140,c,,84
6141,c,,84
6142,c,,84
6143,c,（三）利润分配,84
6144,c,"364,479,946.00",84
6145,c,,84
6146,c,,84
6147,c,,84
6148,c,,84
6149,c,,84
6150,c,,84
6151,c,,84
6152,c,"46,783,787.28",84
6153,c,"-593,503,706.48",84
6154,c,"-182,239,973.20",84
6155,c,1．提取盈余公积,84
6156,c,,84
6157,c,,84
6158,c,,84
6159,c,,84
6160,c,,84
6161,c,,84
6162,c,,84
6163,c,,84
6164,c,"46,783,787.28",84
6165,c,"-46,783,787.28",84
6166,c,,84
6167,c,2．对所有者（或股东）的分配,84
6168,c,"364,479,946.00",84
6169,c,,84
6170,c,,84
6171,c,,84
6172,c,,84
6173,c,,84
6174,c,,84
6175,c,,84
6176,c,,84
6177,c,"-546,719,919.20",84
6178,c,"-182,239,973.20",84
6179,c,3．其他,84
6180,c,,84
6181,c,,84
6182,c,,84
6183,c,,84
6184,c,,84
6185,c,,84
6186,c,,84
6187,c,,84
6188,c,,84
6189,c,,84
6190,c,,84
6191,c,（四）所有者权益内部结转,84
6192,c,,84
6193,c,,84
6194,c,,84
6195,c,,84
6196,c,,84
6197,c,,84
6198,c,,84
6199,c,,84
6200,c,,84
6201,c,,84
6202,c,,84
6203,c,1．资本公积转增资本（或股本）,84
6204,c,,84
6205,c,,84
6206,c,,84
6207,c,,84
6208,c,,84
6209,c,,84
6210,c,,84
6211,c,,84
6212,c,,84
6213,c,,84
6214,c,,84
6215,c,2．盈余公积转增资本（或股本）,84
6216,c,,84
6217,c,,84
6218,c,,84
6219,c,,84
6220,c,,84
6221,c,,84
6222,c,,84
6223,c,,84
6224,c,,84
6225,c,,84
6226,c,,84
6227,c,3．盈余公积弥补亏损,84
6228,c,,84
6229,c,,84
6230,c,,84
6231,c,,84
6232,c,,84
6233,c,,84
6234,c,,84
6235,c,,84
6236,c,,84
6237,c,,84
6238,c,,84
6239,c,4．其他,84
6240,c,,84
6241,c,,84
6242,c,,84
6243,c,,84
6244,c,,84
6245,c,,84
6246,c,,84
6247,c,,84
6248,c,,84
6249,c,,84
6250,c,,84
6251,c,（五）专项储备,84
6252,c,,84
6253,c,,84
6254,c,,84
6255,c,,84
6256,c,,84
6257,c,,84
6258,c,,84
6259,c,"586,836.12",84
6260,c,,84
6261,c,,84
6262,c,"586,836.12",84
6263,c,1．本期提取,84
6264,c,,84
6265,c,,84
6266,c,,84
6267,c,,84
6268,c,,84
6269,c,,84
6270,c,,84
6271,c,"4,080,000.00",84
6272,c,,84
6273,c,,84
6274,c,"4,080,000.00",84
6275,c,2．本期使用,85
6276,c,,85
6277,c,,85
6278,c,,85
6279,c,,85
6280,c,,85
6281,c,,85
6282,c,,85
6283,c,"-3,493,163.88",85
6284,c,,85
6285,c,,85
6286,c,"-3,493,163.88",85
6287,c,（六）其他,85
6288,c,,85
6289,c,,85
6290,c,,85
6291,c,,85
6292,c,,85
6293,c,,85
6294,c,,85
6295,c,,85
6296,c,,85
6297,c,,85
6298,c,,85
6299,c,四、本期期末余额,85
6300,c,"2,186,879,678.00",85
6301,c,,85
6302,c,,85
6303,c,,85
6304,c,"1,059,096,302.01",85
6305,c,,85
6306,c,,85
6307,c,"2,470,650.45",85
6308,c,"344,473,924.89",85
6309,c,"1,055,912,090.74",85
6310,c,"4,648,832,646.09",85
6311,t,上期金额,85
6312,t,单位：元,85
6313,c,项目,85
6314,c,上期,85
6315,c,股本,85
6316,c,其他权益工具,85
6317,c,资本公积,85
6318,c,减：库存股,85
6319,c,其他综合收益,85
6320,c,专项储备,85
6321,c,盈余公积,85
6322,c,未分配利润,85
6323,c,所有者权益合计,85
6324,c,优先股,85
6325,c,永续债,85
6326,c,其他,85
6327,c,一、上年期末余额,85
6328,c,"911,199,866.00",85
6329,c,,85
6330,c,,85
6331,c,,85
6332,c,"1,788,056,195.01",85
6333,c,,85
6334,c,"802,416.67",85
6335,c,,85
6336,c,"202,754,839.75",85
6337,c,"554,960,210.07",85
6338,c,"3,457,773,527.50",85
6339,c,加：会计政策变更,85
6340,c,,85
6341,c,,85
6342,c,,85
6343,c,,85
6344,c,,85
6345,c,,85
6346,c,,85
6347,c,,85
6348,c,,85
6349,c,,85
6350,c,,85
6351,c,前期差错更正,85
6352,c,,85
6353,c,,85
6354,c,,85
6355,c,,85
6356,c,,85
6357,c,,85
6358,c,,85
6359,c,,85
6360,c,,85
6361,c,,85
6362,c,,85
6363,c,其他,85
6364,c,,85
6365,c,,85
6366,c,,85
6367,c,,85
6368,c,,85
6369,c,,85
6370,c,,85
6371,c,,85
6372,c,,85
6373,c,,85
6374,c,,85
6375,c,二、本年期初余额,85
6376,c,"911,199,866.00",85
6377,c,,85
6378,c,,85
6379,c,,85
6380,c,"1,788,056,195.01",85
6381,c,,85
6382,c,"802,416.67",85
6383,c,,85
6384,c,"202,754,839.75",85
6385,c,"554,960,210.07",85
6386,c,"3,457,773,527.50",85
6387,c,三、本期增减变动金额（减少以“－”号填列）,85
6388,c,"911,199,866.00",85
6389,c,,85
6390,c,,85
6391,c,,85
6392,c,"-728,959,893.00",85
6393,c,,85
6394,c,"-802,416.67",85
6395,c,"1,883,814.33",85
6396,c,"94,935,297.86",85
6397,c,"626,617,714.39",85
6398,c,"904,874,382.91",85
6399,c,（一）综合收益总额,85
6400,c,,85
6401,c,,85
6402,c,,85
6403,c,,85
6404,c,,85
6405,c,,85
6406,c,"-802,416.67",85
6407,c,,85
6408,c,,85
6409,c,"949,352,978.55",85
6410,c,"948,550,561.88",85
6411,c,（二）所有者投入和减少资本,85
6412,c,,85
6413,c,,85
6414,c,,85
6415,c,,85
6416,c,,85
6417,c,,85
6418,c,,85
6419,c,,85
6420,c,,85
6421,c,,85
6422,c,,85
6423,c,1．股东投入的普通股,85
6424,c,,85
6425,c,,85
6426,c,,85
6427,c,,85
6428,c,,85
6429,c,,85
6430,c,,85
6431,c,,85
6432,c,,85
6433,c,,85
6434,c,,85
6435,c,2．其他权益工具持有者投入资本,85
6436,c,,85
6437,c,,85
6438,c,,85
6439,c,,85
6440,c,,85
6441,c,,85
6442,c,,85
6443,c,,85
6444,c,,85
6445,c,,85
6446,c,,85
6447,c,3．股份支付计入所有者权益的金额,85
6448,c,,85
6449,c,,85
6450,c,,85
6451,c,,85
6452,c,,85
6453,c,,85
6454,c,,85
6455,c,,85
6456,c,,85
6457,c,,85
6458,c,,85
6459,c,4．其他,85
6460,c,,85
6461,c,,85
6462,c,,85
6463,c,,85
6464,c,,85
6465,c,,85
6466,c,,85
6467,c,,85
6468,c,,85
6469,c,,85
6470,c,,85
6471,c,（三）利润分配,85
6472,c,"182,239,973.00",85
6473,c,,85
6474,c,,85
6475,c,,85
6476,c,,85
6477,c,,85
6478,c,,85
6479,c,,85
6480,c,"94,935,297.86",85
6481,c,"-322,735,264.16",85
6482,c,"-45,559,993.30",85
6483,c,1．提取盈余公积,85
6484,c,,85
6485,c,,85
6486,c,,85
6487,c,,85
6488,c,,85
6489,c,,85
6490,c,,85
6491,c,,85
6492,c,"94,935,297.86",85
6493,c,"-94,935,297.86",85
6494,c,,85
6495,c,2．对所有者（或股东）的分配,85
6496,c,"182,239,973.00",85
6497,c,,85
6498,c,,85
6499,c,,85
6500,c,,85
6501,c,,85
6502,c,,85
6503,c,,85
6504,c,,85
6505,c,"-227,799,966.30",85
6506,c,"-45,559,993.30",85
6507,c,3．其他,85
6508,c,,85
6509,c,,85
6510,c,,85
6511,c,,85
6512,c,,85
6513,c,,85
6514,c,,85
6515,c,,85
6516,c,,85
6517,c,,85
6518,c,,85
6519,c,（四）所有者权益,85
6520,c,"728,959,893.00",85
6521,c,,85
6522,c,,85
6523,c,,85
6524,c,"-728,959,893.00",85
6525,c,,85
6526,c,,85
6527,c,,85
6528,c,,85
6529,c,,85
6530,c,,85
6531,c,内部结转,86
6532,c,1．资本公积转增资本（或股本）,86
6533,c,"728,959,893.00",86
6534,c,,86
6535,c,,86
6536,c,,86
6537,c,"-728,959,893.00",86
6538,c,,86
6539,c,,86
6540,c,,86
6541,c,,86
6542,c,,86
6543,c,,86
6544,c,2．盈余公积转增资本（或股本）,86
6545,c,,86
6546,c,,86
6547,c,,86
6548,c,,86
6549,c,,86
6550,c,,86
6551,c,,86
6552,c,,86
6553,c,,86
6554,c,,86
6555,c,,86
6556,c,3．盈余公积弥补亏损,86
6557,c,,86
6558,c,,86
6559,c,,86
6560,c,,86
6561,c,,86
6562,c,,86
6563,c,,86
6564,c,,86
6565,c,,86
6566,c,,86
6567,c,,86
6568,c,4．其他,86
6569,c,,86
6570,c,,86
6571,c,,86
6572,c,,86
6573,c,,86
6574,c,,86
6575,c,,86
6576,c,,86
6577,c,,86
6578,c,,86
6579,c,,86
6580,c,（五）专项储备,86
6581,c,,86
6582,c,,86
6583,c,,86
6584,c,,86
6585,c,,86
6586,c,,86
6587,c,,86
6588,c,"1,883,814.33",86
6589,c,,86
6590,c,,86
6591,c,"1,883,814.33",86
6592,c,1．本期提取,86
6593,c,,86
6594,c,,86
6595,c,,86
6596,c,,86
6597,c,,86
6598,c,,86
6599,c,,86
6600,c,"3,964,600.00",86
6601,c,,86
6602,c,,86
6603,c,"3,964,600.00",86
6604,c,2．本期使用,86
6605,c,,86
6606,c,,86
6607,c,,86
6608,c,,86
6609,c,,86
6610,c,,86
6611,c,,86
6612,c,"-2,080,785.67",86
6613,c,,86
6614,c,,86
6615,c,"-2,080,785.67",86
6616,c,（六）其他,86
6617,c,,86
6618,c,,86
6619,c,,86
6620,c,,86
6621,c,,86
6622,c,,86
6623,c,,86
6624,c,,86
6625,c,,86
6626,c,,86
6627,c,,86
6628,c,四、本期期末余额,86
6629,c,"1,822,399,732.00",86
6630,c,,86
6631,c,,86
6632,c,,86
6633,c,"1,059,096,302.01",86
6634,c,,86
6635,c,,86
6636,c,"1,883,814.33",86
6637,c,"297,690,137.61",86
6638,c,"1,181,577,924.46",86
6639,c,"4,362,647,910.41",86
6640,t,三、公司基本情况,86
6641,t,浙江万丰奥威汽轮股份有限公司是一家在中华人民共和国浙江省注册的股份有限公司，于2001年9月,86
6642,t,30日成立。本公司所发行人民币普通股A股已在深圳证券交易所上市。本公司总部位于浙江省新昌县工业,86
6643,t,区(后溪)。本集团主要经营活动为：汽车铝合金车轮和摩托车铝合金车轮及其他零部件的生产、销售及技,86
6644,t,术咨询、服务与劳务；汽车和摩托车用轻量化镁材料和部件设计、研发、制造与销售业务；金属、非金属,86
6645,t,材料及其制品、卡丁车、环保设备的研究、开发、制造、销售和有关技术服务；金属螺栓的制造加工，机,86
6646,t,械零件涂复处理，涂复设备，涂复溶剂的制造，涂复技术的服务；经营进出口业务。,86
6647,t,本集团的母公司和最终母公司为于中华人民共和国成立的万丰奥特控股集团有限公司。,86
6648,t,截至2017年12月31日止，万丰集团现持有本公司45.69%的股份，是本公司的控股股东，陈爱莲女士持,86
6649,t,有本公司4.46%股权，吴良定先生持有本公司0.57%股权；陈爱莲女士、吴良定先生、吴捷先生分别持有万,86
6650,t,丰集团39.60%、22.50%和3.76%的股权。陈爱莲女士和吴良定先生为夫妻关系，吴良定先生和吴捷先生为,86
6651,t,父子关系，陈爱莲女士和吴良定家族（吴良定先生和吴捷先生）共同为本公司的实际控制人。,86
6652,t,本财务报表业经本公司董事会于2018年4月10日决议批准。根据本公司章程，本财务报表将提交股东大,86
6653,t,会审议。,86
6654,t,合并财务报表的合并范围以控制为基础确定，本集团本年度的合并范围无变化。,86
6655,t,四、财务报表的编制基础,86
6656,t,1、编制基础,86
6657,t,本财务报表按照财政部颁布的《企业会计准则—基本准则》以及其后颁布及修订的具体会计准则、应,86
6658,t,用指南、解释以及其他相关规定（统称“企业会计准则”）编制。,86
6659,t,本财务报表以持续经营为基础列报。,86
6660,t,编制本财务报表时，除某些金融工具外，均以历史成本为计价原则。资产如果发生减值，则按照相关,87
6661,t,规定计提相应的减值准备。,87
6662,t,2、持续经营,87
6663,t,本公司不存在导致对报告期末起12个月内的持续经营假设产生重大疑虑的事项或情况。,87
6664,t,五、重要会计政策及会计估计,87
6665,t,公司是否需要遵守特殊行业的披露要求,87
6666,t,否,87
6667,t,具体会计政策和会计估计提示：,87
6668,t,本集团根据实际生产经营特点制定了具体会计政策和会计估计，主要体现在应收款项坏账准备的计提、,87
6669,t,存货计价方法、固定资产折旧、无形资产摊销和收入确认和计量。,87
6670,t,1、遵循企业会计准则的声明,87
6671,t,本财务报表符合企业会计准则的要求，真实、完整地反映了本公司及本集团于2017年12月31日的财务,87
6672,t,状况以及2017年度的经营成果和现金流量。,87
6673,t,2、会计期间,87
6674,t,本集团会计年度釆用公历年度，即每年自1月1日起至12月31日止。,87
6675,t,3、营业周期,87
6676,t,公司经营业务的营业周期较短，以12个月作为资产和负债的流动性划分标准。,87
6677,t,4、记账本位币,87
6678,t,本公司记账本位币和编制本财务报表所采用的货币均为人民币。本集团下属子公司根据其经营所处的,87
6679,t,主要经济环境自行决定其记账本位币，编制财务报表时按附注五、9所述政策折算为人民币。,87
6680,t,5、同一控制下和非同一控制下企业合并的会计处理方法,87
6681,t,企业合并，是指将两个或两个以上单独的企业合并形成一个报告主体的交易或事项。企业合并分为同,87
6682,t,一控制下企业合并和非同一控制下企业合并。,87
6683,t,同一控制下企业合并,87
6684,t,参与合并的企业在合并前后均受同一方或相同的多方最终控制，且该控制并非暂时性的，为同一控制,87
6685,t,下的企业合并。同一控制下的企业合并，在合并日取得对其他参与合并企业控制权的一方为合并方，参与,87
6686,t,合并的其他企业为被合并方。合并日，是指合并方实际取得对被合并方控制权的日期。,87
6687,t,合并方在同一控制下企业合并中取得的资产和负债(包括最终控制方收购被合并方而形成的商誉)，按合,88
6688,t,并日在最终控制方财务报表中的账面价值为基础进行相关会计处理。合并方取得的净资产账面价值与支付,88
6689,t,的合并对价的账面价值(或发行股份面值总额)的差额，调整资本公积中的股本溢价及原制度资本公积转入,88
6690,t,的余额，不足冲减的则调整留存收益。,88
6691,t,非同一控制下的企业合并,88
